time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_At31,Neglect_Initial,Physical_Initial,Sexual_Initial,Emotional_Initial,Multiple_Initial,Neglect_Latest,Physical_Latest,Sexual_Latest,Emotional_Latest,Multiple_Latest
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans by Initial and Latest Category of Abuse,127,40,10,12,65,0,32,8,11,76,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans by Initial and Latest Category of Abuse,332,142,8,c,180,c,139,7,c,184,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans by Initial and Latest Category of Abuse,485,209,c,25,225,c,214,c,22,228,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans by Initial and Latest Category of Abuse,259,136,c,11,109,c,128,c,9,121,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans by Initial and Latest Category of Abuse,166,56,34,19,57,0,66,26,19,55,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans by Initial and Latest Category of Abuse,200,136,10,16,38,0,135,9,15,41,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans by Initial and Latest Category of Abuse,253,88,13,12,102,38,81,8,13,106,45
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Child Protection Plans by Initial and Latest Category of Abuse,189,84,c,c,65,27,91,c,c,74,11
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Child Protection Plans by Initial and Latest Category of Abuse,570,185,63,50,272,0,177,49,44,300,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Child Protection Plans by Initial and Latest Category of Abuse,253,94,25,6,128,0,105,22,8,118,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Child Protection Plans by Initial and Latest Category of Abuse,374,179,48,13,134,0,144,37,11,182,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,203,101,34,7,61,0,96,36,7,64,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Child Protection Plans by Initial and Latest Category of Abuse,433,168,106,17,105,37,195,85,15,107,31
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Child Protection Plans by Initial and Latest Category of Abuse,352,254,0,9,89,0,253,c,7,91,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Child Protection Plans by Initial and Latest Category of Abuse,522,165,72,13,272,0,164,61,13,284,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,265,120,43,c,98,c,120,41,7,97,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,129,81,11,c,29,c,76,12,c,32,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,515,230,46,23,147,69,236,41,21,151,66
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Child Protection Plans by Initial and Latest Category of Abuse,651,157,7,9,146,332,175,c,c,160,304
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Child Protection Plans by Initial and Latest Category of Abuse,459,173,30,24,232,0,172,18,23,246,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Child Protection Plans by Initial and Latest Category of Abuse,262,180,12,c,65,c,180,12,c,65,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Child Protection Plans by Initial and Latest Category of Abuse,166,93,c,c,63,c,89,c,c,65,c
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans by Initial and Latest Category of Abuse,519,172,98,c,203,c,147,69,33,270,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans by Initial and Latest Category of Abuse,971,397,140,34,400,0,452,119,36,364,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans by Initial and Latest Category of Abuse,614,249,129,23,204,9,250,116,26,204,18
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans by Initial and Latest Category of Abuse,394,202,52,9,95,36,229,44,13,92,16
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,299,215,17,6,61,0,188,18,13,80,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Child Protection Plans by Initial and Latest Category of Abuse,734,426,60,34,187,27,470,49,26,189,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans by Initial and Latest Category of Abuse,577,263,136,23,155,0,265,101,9,202,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans by Initial and Latest Category of Abuse,811,397,30,33,163,188,363,23,31,205,189
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans by Initial and Latest Category of Abuse,19,7,0,0,12,0,7,0,0,12,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans by Initial and Latest Category of Abuse,1193,518,138,56,481,0,484,125,55,529,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans by Initial and Latest Category of Abuse,464,185,23,26,230,0,176,17,26,245,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans by Initial and Latest Category of Abuse,408,210,28,16,154,0,214,18,15,161,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Child Protection Plans by Initial and Latest Category of Abuse,197,97,14,c,83,c,113,c,c,80,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans by Initial and Latest Category of Abuse,825,347,21,12,445,0,322,17,c,474,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans by Initial and Latest Category of Abuse,190,101,15,17,57,0,94,13,16,67,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans by Initial and Latest Category of Abuse,205,93,31,14,50,17,97,38,13,40,17
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans by Initial and Latest Category of Abuse,643,342,14,18,269,0,337,13,18,275,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans by Initial and Latest Category of Abuse,280,170,12,17,81,0,152,10,16,102,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans by Initial and Latest Category of Abuse,229,127,24,10,68,0,105,19,11,94,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans by Initial and Latest Category of Abuse,408,245,38,c,110,c,214,33,c,147,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans by Initial and Latest Category of Abuse,561,162,10,11,151,227,156,7,12,175,211
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans by Initial and Latest Category of Abuse,378,159,c,9,206,c,154,c,7,216,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans by Initial and Latest Category of Abuse,424,268,6,11,112,27,269,c,c,116,21
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans by Initial and Latest Category of Abuse,153,69,13,c,67,c,70,11,c,71,c
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans by Initial and Latest Category of Abuse,476,275,41,30,130,0,282,29,26,139,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans by Initial and Latest Category of Abuse,223,129,c,c,66,19,139,c,c,63,11
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans by Initial and Latest Category of Abuse,623,421,16,23,53,110,461,14,26,50,72
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans by Initial and Latest Category of Abuse,522,307,26,33,156,0,282,24,25,191,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans by Initial and Latest Category of Abuse,208,105,11,c,86,c,98,13,c,89,c
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans by Initial and Latest Category of Abuse,608,270,48,30,195,65,237,40,33,234,64
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans by Initial and Latest Category of Abuse,228,144,11,13,60,0,135,14,c,65,c
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans by Initial and Latest Category of Abuse,116,76,0,0,28,12,71,0,0,34,11
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans by Initial and Latest Category of Abuse,455,269,11,30,145,0,269,6,32,148,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans by Initial and Latest Category of Abuse,226,136,20,7,63,0,122,13,11,80,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans by Initial and Latest Category of Abuse,105,48,c,c,50,0,52,c,c,49,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans by Initial and Latest Category of Abuse,395,169,c,c,186,22,171,c,c,187,16
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Child Protection Plans by Initial and Latest Category of Abuse,638,406,24,20,188,0,398,17,11,212,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans by Initial and Latest Category of Abuse,560,189,c,c,264,70,208,c,c,266,48
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans by Initial and Latest Category of Abuse,1294,950,73,56,215,0,952,72,52,218,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans by Initial and Latest Category of Abuse,193,112,16,25,40,0,105,13,23,52,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans by Initial and Latest Category of Abuse,1462,678,98,81,563,42,682,81,68,599,32
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans by Initial and Latest Category of Abuse,344,164,11,13,156,0,161,c,9,169,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans by Initial and Latest Category of Abuse,104,60,c,7,33,c,64,c,7,31,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans by Initial and Latest Category of Abuse,687,458,15,16,181,17,455,11,20,190,11
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans by Initial and Latest Category of Abuse,286,219,12,c,51,c,196,15,c,73,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans by Initial and Latest Category of Abuse,290,173,c,14,88,c,163,9,14,104,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans by Initial and Latest Category of Abuse,161,64,c,c,55,41,57,c,c,55,48
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans by Initial and Latest Category of Abuse,324,93,11,22,137,61,93,11,22,137,61
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans by Initial and Latest Category of Abuse,996,596,14,29,297,60,584,13,32,304,63
